id,StuId,Class,Sex,CHI611,MATH611,ENG611,CHI612,MATH612,ENG612,CHI621,MATH621,ENG621,CHI622,MATH622,ENG622,CHI711,MATH711,ENG711,CHI712,MATH712,ENG712,CHI721,MATH721,ENG721,CHI722,MATH722,ENG722,CHI811,MATH811,ENG811,PHY811,CHI812,MATH812,ENG812,PHY812,CHI821,MATH821,ENG821,PHY821,CHI822,MATH822,ENG822,PHY822,CHI911,MATH911,ENG911,PHY911,CHE911,CHI912,MATH912,ENG912,PHY912,CHE912,CHI921,MATH921,ENG921,PHY921,CHE921
145,D26,D,M,59.0,66.0,68.0,56.0,65.0,55.0,59.0,55.0,60.0,64.0,81.0,58.0,59.0,84.0,54.0,73.0,76.0,56.0,63.0,74.0,61.0,52.0,78.0,56.0,60.0,60.0,47.0,83.0,64.0,72.0,45.0,70.0,57.0,61.0,44.0,64.0,46.0,62.0,33.333333333333336,75.0,60.0,50.666666666666664,48.0,54.0,41.0,62.0,74.0,55.0,58.0,75.0,54.0,68.66666666666667,50.666666666666664,62.0,37.0
146,D27,D,M,69.0,85.0,81.0,62.0,75.0,74.0,63.0,83.0,71.0,62.0,90.0,69.0,66.0,92.0,60.0,66.0,87.0,78.0,71.0,73.0,67.0,61.0,78.0,65.0,70.0,64.0,62.0,79.0,73.0,66.0,64.0,56.0,57.0,69.0,62.0,58.0,48.666666666666664,63.333333333333336,52.0,61.0,67.33333333333333,70.0,61.333333333333336,56.0,45.0,66.66666666666667,74.0,64.66666666666667,66.0,70.0,64.0,70.66666666666667,67.0,50.0,41.0
147,D28,D,M,64.0,82.0,66.0,85.0,81.0,68.0,69.0,85.0,75.0,73.0,90.0,77.0,66.0,94.0,67.0,68.0,84.0,79.5,74.0,73.0,78.0,69.0,86.0,83.0,80.0,89.0,72.0,93.0,83.0,70.0,69.0,88.0,74.0,76.0,76.0,85.0,55.333333333333336,71.33333333333333,65.0,93.0,84.0,80.0,76.0,78.0,54.0,74.66666666666667,87.33333333333333,83.66666666666667,93.0,94.0,74.66666666666667,81.33333333333333,81.33333333333333,84.0,54.0
148,D29,D,M,72.0,71.0,60.0,71.0,85.0,64.0,72.0,81.0,60.0,67.0,83.0,63.0,70.0,77.0,50.0,69.0,93.0,68.0,76.0,77.0,54.0,61.0,70.0,54.0,67.0,79.0,61.0,75.0,75.0,57.0,51.0,71.0,69.0,70.0,62.0,61.0,50.0,68.66666666666667,48.333333333333336,80.0,75.33333333333333,60.0,59.333333333333336,60.0,53.0,80.0,78.66666666666667,63.666666666666664,71.0,86.0,66.0,74.66666666666667,71.66666666666667,73.0,44.0
149,D30,D,M,75.0,98.0,81.0,75.0,92.0,85.0,82.0,93.0,89.0,84.0,96.0,85.0,74.0,97.0,81.0,75.0,96.0,82.5,78.0,91.0,91.0,69.0,90.0,85.0,81.0,97.0,86.0,95.0,83.0,95.0,93.0,84.0,80.0,88.0,84.0,84.0,58.0,73.33333333333333,71.0,98.0,78.66666666666667,87.33333333333333,84.0,76.0,51.0,72.66666666666667,92.0,91.66666666666667,89.0,98.0,76.66666666666667,93.33333333333333,92.66666666666667,85.0,57.0
150,D31,D,M,75.0,86.0,85.0,77.0,86.0,85.0,80.0,89.0,82.0,80.0,99.0,87.0,82.0,97.0,83.0,87.0,91.0,90.5,79.0,90.0,90.0,76.0,93.0,96.0,89.0,87.0,85.0,88.0,87.0,90.0,92.0,87.0,78.0,89.0,91.0,84.0,62.666666666666664,73.33333333333333,71.66666666666667,97.0,82.66666666666667,82.0,82.66666666666667,71.0,52.0,85.33333333333333,88.66666666666667,91.33333333333333,92.0,94.0,82.0,85.33333333333333,96.66666666666667,82.0,51.0
152,E01,E,F,81.0,79.0,74.0,72.0,63.0,77.0,74.0,80.0,72.0,77.0,83.0,84.0,82.0,76.0,72.0,86.0,85.0,80.5,82.0,83.0,78.0,76.0,78.0,82.0,80.0,81.0,70.0,90.0,87.0,70.0,78.0,71.0,73.0,73.0,71.0,85.0,62.0,70.66666666666667,61.0,81.0,76.66666666666667,82.0,68.0,63.0,46.0,79.33333333333333,78.0,75.66666666666667,77.0,81.0,76.66666666666667,80.66666666666667,86.0,71.0,49.0
153,E02,E,F,77.0,93.0,86.0,72.0,94.0,89.0,80.0,93.0,88.0,82.0,89.0,91.0,84.0,88.0,90.0,84.0,80.0,89.0,77.0,78.0,85.0,79.0,76.0,91.0,84.0,81.0,89.0,92.0,83.0,64.0,90.0,88.0,75.0,76.0,88.0,82.0,58.0,53.333333333333336,73.66666666666667,99.0,84.0,75.33333333333333,76.0,76.0,45.0,80.66666666666667,88.66666666666667,86.0,85.0,81.0,76.0,84.66666666666667,87.33333333333333,76.0,50.0
155,E04,E,F,78.0,92.0,80.0,77.0,88.0,76.0,70.0,83.0,78.0,78.0,92.0,79.0,76.0,80.0,73.0,73.0,86.0,81.5,79.0,93.0,79.0,80.0,86.0,81.0,78.0,89.0,79.0,93.0,85.0,83.0,79.0,87.0,67.0,81.0,82.0,85.0,60.0,63.333333333333336,68.0,90.0,73.33333333333333,70.0,70.0,72.0,44.0,82.0,82.66666666666667,86.33333333333333,76.0,86.0,74.0,80.66666666666667,82.66666666666667,77.0,51.0
156,E05,E,F,71.0,69.0,74.0,75.0,75.0,69.0,66.0,71.0,67.0,78.0,73.0,72.0,81.0,88.0,64.0,76.0,79.0,76.5,73.0,74.0,71.0,74.0,75.0,72.0,78.0,89.0,74.0,95.0,78.0,64.0,76.0,91.0,71.0,80.0,71.0,91.0,56.666666666666664,71.33333333333333,64.33333333333333,97.0,78.66666666666667,82.0,64.66666666666667,76.0,48.0,78.66666666666667,87.33333333333333,79.66666666666667,81.0,86.0,74.66666666666667,80.66666666666667,78.66666666666667,83.0,54.0
159,E08,E,F,70.0,96.0,83.0,81.0,93.0,85.0,78.0,85.0,85.0,83.0,86.0,88.0,74.0,87.0,76.0,75.0,86.0,79.5,74.0,88.0,91.0,81.0,76.0,83.0,81.0,87.0,76.0,98.0,85.0,69.0,76.0,88.0,69.0,82.0,80.0,84.0,63.333333333333336,64.66666666666667,67.0,93.0,73.33333333333333,68.0,68.0,72.0,45.0,77.33333333333333,84.66666666666667,81.33333333333333,82.0,83.0,78.66666666666667,72.66666666666667,85.66666666666667,81.0,51.0
161,E10,E,F,69.0,81.0,70.0,64.0,70.0,73.0,69.0,80.0,74.0,74.0,80.0,81.0,66.0,84.0,68.0,74.0,72.0,76.0,66.0,77.0,68.0,80.0,75.0,73.0,73.0,73.0,62.0,84.0,82.0,71.0,60.0,79.0,70.0,60.0,66.0,69.0,56.666666666666664,65.33333333333333,50.0,79.0,73.33333333333333,51.333333333333336,64.0,67.0,42.0,74.66666666666667,70.66666666666667,68.0,61.0,85.0,76.0,66.0,69.0,60.0,44.0
162,E11,E,F,76.0,65.0,70.0,78.0,75.0,73.0,75.0,73.0,69.0,80.0,77.0,82.0,73.0,83.0,65.0,78.0,72.0,79.0,75.0,68.0,79.0,71.0,68.0,79.0,83.0,72.0,69.0,86.0,80.0,62.0,78.0,73.0,73.0,64.0,69.0,72.0,60.0,46.666666666666664,60.0,89.0,74.0,65.33333333333333,62.666666666666664,49.0,42.0,73.33333333333333,81.33333333333333,67.66666666666667,66.0,78.0,74.66666666666667,76.0,72.0,61.0,44.0
163,E12,E,F,72.0,78.0,71.0,75.0,77.0,71.0,78.0,84.0,79.0,73.0,78.0,75.0,70.0,86.0,62.0,70.0,74.0,70.0,72.0,85.0,72.0,81.0,72.0,70.0,76.0,66.0,62.0,92.0,80.0,55.0,65.0,81.0,71.0,74.0,74.0,84.0,55.333333333333336,55.333333333333336,60.666666666666664,88.0,70.0,57.333333333333336,50.666666666666664,69.0,43.0,77.33333333333333,80.0,76.33333333333333,65.0,75.0,76.0,65.33333333333333,72.33333333333333,59.0,41.0
164,E13,E,F,73.0,76.0,80.0,77.0,77.0,85.0,82.0,72.0,84.0,74.0,96.0,85.0,78.0,85.0,80.0,83.0,83.0,87.0,76.0,79.0,86.0,80.0,91.0,90.0,85.0,87.0,77.0,92.0,86.0,77.0,90.0,97.0,72.0,84.0,80.0,86.0,64.66666666666667,66.0,70.66666666666667,91.0,78.66666666666667,87.33333333333333,69.33333333333333,72.0,48.0,80.0,88.0,88.0,84.0,90.0,79.33333333333333,75.33333333333333,86.0,82.0,54.0
165,E14,E,F,64.0,65.0,64.0,68.0,69.0,65.0,57.0,68.0,58.0,63.0,62.0,60.0,58.0,54.0,60.0,67.0,68.0,59.5,64.0,56.0,47.0,65.0,51.0,60.0,63.0,61.0,45.0,77.0,74.0,43.0,43.0,64.0,66.0,58.0,49.0,45.0,56.666666666666664,35.333333333333336,37.666666666666664,56.0,64.0,34.666666666666664,46.666666666666664,33.0,21.0,64.0,45.333333333333336,48.0,51.0,42.0,63.333333333333336,56.0,52.333333333333336,41.0,20.0
166,E15,E,M,74.0,76.0,72.0,69.0,81.0,78.0,71.0,87.0,82.0,72.0,95.0,81.0,67.0,91.0,68.0,65.0,92.0,74.5,67.0,91.0,85.0,68.0,88.0,75.0,73.0,87.0,75.0,91.0,78.0,91.0,76.0,90.0,75.0,84.0,81.0,88.0,56.0,71.33333333333333,65.33333333333333,90.0,73.33333333333333,86.0,78.0,79.0,55.0,78.66666666666667,86.66666666666667,81.66666666666667,91.0,90.0,79.33333333333333,89.33333333333333,89.0,83.0,51.0
167,E16,E,M,79.0,99.0,81.0,63.0,87.0,78.0,77.0,77.0,73.0,75.0,84.0,79.0,72.0,90.0,78.0,68.0,87.0,74.5,75.0,70.0,79.0,75.0,76.0,82.0,79.0,75.0,74.0,88.0,78.0,62.0,82.0,72.0,65.0,72.0,76.0,72.0,54.666666666666664,56.0,57.0,73.0,70.0,62.0,68.66666666666667,67.0,40.0,74.0,78.0,70.0,65.0,62.0,68.66666666666667,64.0,80.66666666666667,60.0,41.0
170,E19,E,M,74.0,80.0,79.0,77.0,91.0,83.0,77.0,78.0,84.0,78.0,72.0,84.0,77.0,86.0,83.0,81.0,75.0,90.5,69.0,83.0,83.0,76.0,73.0,84.0,79.0,78.0,72.0,84.0,78.0,61.0,90.0,81.0,73.0,69.0,74.0,85.0,56.0,61.333333333333336,68.33333333333333,91.0,75.33333333333333,66.0,79.33333333333333,72.0,48.0,68.0,83.33333333333333,86.33333333333333,83.0,83.0,78.66666666666667,80.0,84.33333333333333,83.0,48.0
171,E20,E,M,77.0,87.0,81.0,75.0,90.0,83.0,75.0,90.0,90.0,75.0,86.0,94.0,83.0,94.0,84.0,82.0,97.0,91.5,76.0,78.0,88.0,79.0,89.0,88.0,79.0,97.0,79.0,91.0,84.0,83.0,81.0,85.0,73.0,80.0,85.0,83.0,60.666666666666664,64.0,74.66666666666667,88.0,83.33333333333333,82.0,80.66666666666667,75.0,47.0,78.66666666666667,83.33333333333333,88.33333333333333,87.0,90.0,76.66666666666667,85.33333333333333,88.66666666666667,83.0,53.0
173,E22,E,M,60.0,48.0,60.0,65.0,55.0,56.0,64.0,63.0,63.0,54.0,60.0,55.0,67.0,61.0,48.0,61.0,61.0,52.0,65.0,60.0,46.0,66.0,51.0,53.0,68.0,39.0,39.0,71.0,75.0,38.0,46.0,63.0,56.0,38.0,49.0,40.0,49.333333333333336,25.333333333333332,34.333333333333336,69.0,53.333333333333336,26.666666666666668,43.333333333333336,52.0,30.0,62.666666666666664,40.0,38.666666666666664,54.0,51.0,53.333333333333336,57.333333333333336,48.333333333333336,51.0,22.0
174,E23,E,M,57.0,83.0,57.0,70.0,70.0,64.0,57.0,78.0,53.0,64.0,71.0,60.0,68.0,76.0,50.0,69.0,75.0,57.0,68.0,69.0,54.0,67.0,67.0,50.0,62.0,62.0,42.0,75.0,64.0,49.0,43.0,78.0,52.0,67.0,54.0,70.0,51.333333333333336,56.0,45.0,82.0,67.33333333333333,57.333333333333336,40.666666666666664,62.0,28.0,70.0,80.0,57.0,75.0,75.0,63.333333333333336,62.0,60.666666666666664,77.0,39.0
175,E24,E,M,67.0,63.0,68.0,61.0,64.0,60.0,77.0,67.0,61.0,57.0,72.0,62.0,60.0,67.0,58.0,60.0,71.0,59.5,77.0,52.0,61.0,65.0,40.0,56.0,73.0,46.0,53.0,85.0,75.0,22.0,60.0,74.0,61.0,50.0,50.0,65.0,50.666666666666664,43.333333333333336,39.0,64.0,65.33333333333333,38.666666666666664,43.333333333333336,54.0,28.0,62.0,46.666666666666664,56.666666666666664,52.0,45.0,64.66666666666667,60.666666666666664,67.33333333333333,49.0,21.0
176,E25,E,M,65.0,60.0,65.0,63.0,57.0,60.0,60.0,60.0,61.0,66.0,64.0,60.0,66.0,83.0,63.0,73.0,76.0,65.0,68.0,75.0,68.0,65.0,74.0,65.0,66.0,78.0,61.0,87.0,61.0,56.0,62.0,82.0,54.0,75.0,67.0,75.0,51.333333333333336,56.0,50.0,78.0,64.66666666666667,60.666666666666664,65.33333333333333,71.0,39.0,67.33333333333333,83.33333333333333,74.33333333333333,76.0,58.0,58.0,70.0,74.0,65.0,43.0
177,E26,E,M,62.0,58.0,46.0,62.0,42.0,46.0,68.0,41.0,33.0,59.0,9.0,24.0,71.0,7.0,21.0,52.0,15.0,18.5,53.0,2.0,26.0,40.0,8.0,24.0,46.0,6.0,15.0,46.0,50.0,6.0,21.0,39.0,45.0,3.0,23.0,20.0,38.0,8.0,10.666666666666666,32.0,55.333333333333336,5.333333333333333,24.666666666666668,11.0,7.0,48.666666666666664,5.333333333333333,15.333333333333334,13.0,15.0,47.333333333333336,9.333333333333334,18.0,26.0,9.0
178,E27,E,M,54.0,77.0,65.0,61.0,50.0,60.0,64.0,75.0,70.0,68.0,60.0,70.0,55.0,57.0,49.0,70.0,65.0,68.0,71.0,81.0,61.0,65.0,55.0,60.0,59.0,56.0,66.0,81.0,69.0,52.0,66.0,80.0,54.0,60.0,62.0,71.0,54.0,36.0,48.0,68.0,68.66666666666667,50.666666666666664,60.666666666666664,62.0,45.0,72.66666666666667,72.0,52.0,69.0,80.0,68.66666666666667,65.33333333333333,66.0,66.0,39.0
179,E28,E,M,64.0,64.0,39.0,52.0,44.0,47.0,56.0,37.0,44.0,47.0,27.0,42.0,26.0,20.0,40.0,52.0,19.0,31.0,48.0,21.0,36.0,42.0,1.0,27.0,62.0,9.0,31.0,75.0,64.0,5.0,34.0,63.0,47.0,8.0,29.0,37.0,43.333333333333336,11.333333333333334,16.666666666666668,59.0,68.66666666666667,18.0,36.0,33.0,27.0,68.66666666666667,19.333333333333332,23.0,43.0,55.0,56.666666666666664,26.0,33.333333333333336,44.0,40.0
180,E29,E,M,65.0,71.0,62.0,60.0,42.0,62.0,70.0,63.0,60.0,69.0,45.0,55.0,69.0,54.0,49.0,68.0,41.0,47.5,70.0,61.0,53.0,70.0,60.0,56.0,77.0,39.0,43.0,83.0,69.0,26.0,52.0,59.0,63.0,50.0,49.0,47.0,50.666666666666664,34.666666666666664,35.0,61.0,64.0,27.333333333333332,46.666666666666664,50.0,33.0,69.33333333333333,45.333333333333336,34.666666666666664,58.0,65.0,64.0,40.0,52.0,44.0,34.0
181,E30,E,M,66.0,59.0,34.0,25.0,54.0,45.0,55.0,67.0,38.0,58.0,47.0,35.0,50.0,50.0,29.0,54.0,39.0,24.0,48.0,50.0,34.0,48.0,44.0,26.0,34.0,13.0,19.0,60.0,36.0,5.0,12.0,54.0,16.0,3.0,18.0,19.0,35.333333333333336,3.3333333333333335,7.666666666666667,27.0,32.666666666666664,16.0,18.666666666666668,12.0,7.0,79.0,87.33333333333333,86.83333333333333,83.0,86.0,46.666666666666664,9.333333333333334,13.333333333333334,16.0,7.0
182,E31,E,F,68.0,81.0,42.0,67.0,81.0,56.0,74.0,77.0,48.0,67.0,81.0,48.0,62.0,65.0,56.0,77.0,73.0,47.0,76.0,78.0,56.0,73.0,72.0,60.0,64.0,82.0,49.0,91.0,75.0,56.0,62.0,83.0,63.0,52.0,50.0,72.0,61.333333333333336,63.333333333333336,44.666666666666664,78.0,80.66666666666667,47.333333333333336,41.333333333333336,55.0,42.0,77.33333333333333,66.0,51.666666666666664,71.0,63.0,67.33333333333333,82.66666666666667,88.66666666666667,52.0,27.0
186,F03,F,F,79.0,66.0,84.0,86.0,63.0,84.0,79.0,82.0,81.0,79.0,82.0,87.0,80.0,85.0,76.0,81.0,80.0,89.5,78.0,76.0,81.0,72.0,61.0,87.0,76.0,69.0,78.0,90.0,81.0,70.0,86.0,85.0,73.0,48.0,79.0,77.0,59.333333333333336,52.666666666666664,69.0,89.0,76.66666666666667,61.333333333333336,71.33333333333333,67.0,44.0,82.66666666666667,72.66666666666667,86.33333333333333,64.0,78.0,71.33333333333333,61.333333333333336,82.66666666666667,62.0,45.0
188,F05,F,F,73.0,80.0,86.0,72.0,81.0,84.0,75.0,80.0,77.0,79.0,74.0,87.0,70.0,89.0,83.0,74.0,87.0,85.0,69.0,66.0,83.0,75.0,66.0,88.0,78.0,73.0,81.0,87.0,84.0,75.0,80.0,87.0,68.0,78.0,84.0,87.0,57.333333333333336,62.0,62.666666666666664,94.0,80.0,78.66666666666667,73.33333333333333,69.0,45.0,77.33333333333333,84.0,78.33333333333333,75.0,85.0,78.66666666666667,62.666666666666664,86.0,69.0,53.0
191,F08,F,F,69.0,70.0,74.0,69.0,60.0,78.0,72.0,77.0,72.0,68.0,64.0,72.0,70.0,69.0,60.0,71.0,62.0,77.0,65.0,69.0,69.0,67.0,64.0,72.0,73.0,76.0,85.0,77.0,74.0,51.0,81.0,75.0,66.0,54.0,66.0,78.0,55.333333333333336,42.666666666666664,62.333333333333336,85.0,65.33333333333333,46.0,60.666666666666664,42.0,42.0,68.66666666666667,72.66666666666667,77.66666666666667,53.0,80.0,77.0,82.66666666666667,88.66666666666667,79.0,50.0
192,F09,F,F,68.0,50.0,46.0,68.0,38.0,53.0,69.0,53.0,45.0,64.0,60.0,51.0,63.0,31.0,53.0,69.0,35.0,37.5,67.0,38.0,36.0,62.0,27.0,42.0,74.0,36.0,40.0,75.0,73.0,27.0,42.0,77.0,67.0,15.0,37.0,58.0,50.0,18.0,30.666666666666668,70.0,72.0,20.0,32.666666666666664,30.0,28.0,69.33333333333333,30.0,30.666666666666668,49.0,48.0,66.0,31.333333333333332,34.333333333333336,45.0,20.0
193,F10,F,F,59.0,34.0,48.0,58.0,22.0,58.0,56.0,23.0,42.0,69.0,24.0,42.0,59.0,16.0,44.0,70.0,14.0,49.0,61.0,17.0,37.0,48.0,19.0,41.0,65.0,11.0,37.0,47.0,59.0,4.0,54.0,51.0,54.0,8.0,41.0,31.0,46.666666666666664,11.333333333333334,29.333333333333332,52.0,58.666666666666664,5.333333333333333,42.666666666666664,35.0,15.0,63.333333333333336,18.666666666666668,34.0,27.0,27.0,48.666666666666664,41.333333333333336,48.666666666666664,34.0,13.0
194,F11,F,F,67.0,30.0,49.0,59.0,12.0,48.0,60.0,24.0,42.0,57.0,37.0,54.0,41.0,20.0,29.0,58.0,31.0,39.0,50.0,15.0,34.0,56.0,5.0,37.0,61.0,6.0,40.0,44.0,60.0,8.0,39.0,43.0,52.0,13.0,39.0,23.0,41.333333333333336,10.0,27.333333333333332,48.0,57.333333333333336,2.6666666666666665,32.666666666666664,15.0,8.0,52.0,10.666666666666666,30.666666666666668,25.0,25.0,47.333333333333336,21.333333333333332,26.0,16.0,4.0
195,F12,F,F,75.0,76.0,72.0,69.0,75.0,75.0,71.0,76.0,68.0,65.0,49.0,74.0,76.0,41.0,63.0,68.0,45.0,76.5,74.0,51.0,69.0,59.0,34.0,70.0,74.0,56.0,83.0,60.0,83.0,32.0,71.0,69.0,62.0,25.0,65.0,61.0,52.666666666666664,24.0,53.333333333333336,70.0,67.33333333333333,18.666666666666668,53.333333333333336,19.0,40.0,75.33333333333333,35.333333333333336,59.0,48.0,60.0,77.0,82.66666666666667,88.66666666666667,79.0,50.0
197,F14,F,M,67.0,60.0,89.0,69.0,56.0,85.0,70.0,60.0,86.0,72.0,54.0,88.0,62.0,84.0,78.0,77.0,73.0,84.5,73.0,63.0,78.0,60.0,66.0,84.0,76.0,80.0,74.0,78.0,78.0,72.0,85.0,74.0,65.0,64.0,78.0,69.0,57.333333333333336,54.666666666666664,66.66666666666667,85.0,82.0,62.0,78.0,70.0,48.0,77.33333333333333,68.0,84.33333333333333,65.0,82.0,76.0,71.33333333333333,84.0,64.0,46.0
199,F16,F,M,65.0,69.0,76.0,70.0,66.0,73.0,75.0,84.0,70.0,70.0,81.0,79.0,71.0,61.0,68.0,76.0,82.0,77.5,75.0,71.0,79.0,64.0,61.0,72.0,78.0,79.0,62.0,88.0,79.0,62.0,71.0,83.0,71.0,75.0,70.0,72.0,60.0,59.333333333333336,59.666666666666664,80.0,75.33333333333333,44.0,59.333333333333336,55.0,33.0,81.33333333333333,74.66666666666667,65.0,65.0,73.0,77.0,82.66666666666667,88.66666666666667,79.0,50.0
201,F18,F,M,54.0,55.0,63.0,43.0,44.0,55.0,54.0,61.0,55.0,63.0,55.0,60.0,54.0,51.0,52.0,59.0,56.0,43.5,58.0,65.0,53.0,46.0,55.0,56.0,60.0,57.0,46.0,67.0,63.0,53.0,54.0,63.0,55.0,48.0,54.0,35.0,44.666666666666664,36.0,42.333333333333336,55.0,57.333333333333336,38.666666666666664,44.0,38.0,17.0,53.333333333333336,60.666666666666664,48.666666666666664,54.0,51.0,51.333333333333336,50.666666666666664,53.333333333333336,46.0,19.0
203,F20,F,M,74.0,97.0,89.0,57.0,91.0,85.0,70.0,92.0,82.0,64.0,88.0,81.0,51.0,85.0,74.0,80.0,93.0,80.0,56.0,74.0,82.0,64.0,64.0,89.0,72.0,84.0,68.0,89.0,70.0,55.0,78.0,85.0,65.0,61.0,82.0,82.0,51.333333333333336,47.333333333333336,70.0,88.0,64.66666666666667,30.666666666666668,72.66666666666667,72.0,49.0,58.0,59.333333333333336,85.66666666666667,67.0,69.0,47.333333333333336,60.0,86.0,62.0,38.0
204,F21,F,M,59.0,59.0,56.0,63.0,51.0,64.0,63.0,76.0,55.0,59.0,61.0,60.0,70.0,60.0,53.0,63.0,59.0,61.0,67.0,66.0,60.0,67.0,49.0,54.0,70.0,68.0,49.0,71.0,64.0,47.0,47.0,64.0,54.0,43.0,50.0,66.0,52.0,40.666666666666664,42.333333333333336,64.0,64.66666666666667,46.0,40.666666666666664,46.0,29.0,63.333333333333336,69.33333333333333,46.666666666666664,58.0,45.0,54.0,54.0,57.333333333333336,53.0,39.0
205,F22,F,M,69.0,90.0,76.0,64.0,86.0,75.0,64.0,84.0,62.0,62.0,84.0,75.0,48.0,89.0,73.0,68.0,85.0,78.5,56.0,84.0,79.0,57.0,74.0,71.0,68.0,76.0,67.0,90.0,66.0,86.0,78.0,87.0,63.0,60.0,70.0,88.0,48.666666666666664,61.333333333333336,51.666666666666664,94.0,68.0,64.66666666666667,53.333333333333336,73.0,48.0,59.333333333333336,89.33333333333333,75.33333333333333,82.0,78.0,60.0,80.0,78.0,75.0,45.0
208,F25,F,M,64.0,80.0,66.0,73.0,78.0,53.0,70.0,81.0,63.0,63.0,80.0,62.0,71.0,86.0,53.0,74.0,83.0,63.0,71.0,67.0,60.0,67.0,65.0,71.0,75.0,74.0,56.0,89.0,79.0,71.0,61.0,77.0,63.0,69.0,67.0,84.0,55.333333333333336,60.666666666666664,56.333333333333336,91.0,64.0,58.666666666666664,50.666666666666664,68.0,44.0,68.66666666666667,82.0,63.0,77.0,86.0,73.33333333333333,66.0,59.666666666666664,71.0,47.0
209,F26,F,M,72.0,57.0,67.0,73.0,68.0,71.0,68.0,69.0,49.0,67.0,82.0,73.0,68.0,62.0,57.0,70.0,47.0,62.5,76.0,51.0,61.0,64.0,48.0,56.0,71.0,50.0,51.0,76.0,80.0,35.0,57.0,64.0,62.0,38.0,62.0,70.0,56.0,30.666666666666668,43.333333333333336,80.0,75.33333333333333,26.666666666666668,47.333333333333336,58.0,32.0,73.33333333333333,42.0,58.666666666666664,65.0,69.0,68.66666666666667,44.666666666666664,64.66666666666667,52.0,35.0
210,F27,F,M,64.0,69.0,51.0,78.0,72.0,47.0,70.0,86.0,60.0,69.0,64.0,66.0,61.0,48.0,40.0,74.0,61.0,55.5,72.0,59.0,53.0,65.0,42.0,45.0,70.0,64.0,47.0,76.0,80.0,49.0,46.0,73.0,68.0,51.0,48.0,61.0,54.666666666666664,34.0,43.333333333333336,80.0,70.0,31.333333333333332,36.666666666666664,35.0,20.0,68.66666666666667,46.666666666666664,40.333333333333336,54.0,36.0,77.0,82.66666666666667,88.66666666666667,79.0,50.0
214,G01,G,F,79.0,58.0,60.0,65.0,67.0,53.0,77.0,62.0,62.0,74.0,64.0,61.0,74.0,57.0,55.0,78.0,70.0,65.5,79.0,86.0,60.0,70.0,68.0,62.0,81.0,57.0,44.0,92.0,78.0,72.0,62.0,79.0,68.0,73.0,56.0,86.0,55.333333333333336,58.0,53.333333333333336,92.0,73.33333333333333,68.0,50.0,61.0,52.0,81.33333333333333,72.0,57.333333333333336,76.0,81.0,77.33333333333333,74.0,61.0,80.0,50.0
217,G04,G,F,74.0,83.0,77.0,76.0,74.0,80.0,78.0,78.0,79.0,79.0,91.0,88.0,75.0,81.0,74.0,83.0,79.0,81.0,78.0,75.0,80.0,77.0,66.0,72.0,81.0,77.0,71.0,84.0,83.0,65.0,69.0,78.0,63.0,74.0,74.0,68.0,58.666666666666664,58.666666666666664,62.666666666666664,81.0,85.33333333333333,75.33333333333333,60.0,66.0,44.0,78.0,82.0,61.333333333333336,75.0,74.0,74.0,76.0,78.33333333333333,69.0,41.0
219,G06,G,F,78.0,81.0,86.0,78.0,78.0,90.0,86.0,77.0,90.0,79.0,72.0,93.0,79.0,89.0,87.0,83.0,89.0,93.5,79.0,86.0,91.0,79.0,83.0,95.0,83.0,88.0,90.0,96.0,85.0,79.0,93.0,82.0,77.0,83.0,91.0,84.0,64.0,74.0,75.66666666666667,97.0,82.0,78.0,82.0,78.0,51.0,82.66666666666667,86.66666666666667,92.33333333333333,81.0,94.0,83.33333333333333,83.33333333333333,94.66666666666667,82.0,55.0
221,G08,G,F,56.0,40.0,69.0,62.0,34.0,53.0,49.0,31.0,48.0,58.0,31.0,57.0,64.0,55.0,50.0,61.0,50.0,54.5,63.0,56.0,53.0,68.0,43.0,39.0,64.0,30.0,44.0,68.0,69.0,28.0,46.0,56.0,54.0,24.0,49.0,34.0,53.333333333333336,17.333333333333332,31.666666666666668,49.0,58.666666666666664,20.0,36.0,19.0,19.0,60.0,30.666666666666668,40.0,36.0,30.0,66.66666666666667,30.0,43.333333333333336,29.0,17.0
223,G10,G,F,67.0,55.0,72.0,76.0,81.0,86.0,70.0,70.0,74.0,66.0,60.0,71.0,66.0,49.0,69.0,79.0,57.0,77.5,71.0,55.0,62.0,67.0,36.0,60.0,68.0,35.0,62.0,60.0,72.0,31.0,62.0,43.0,62.0,34.0,60.0,35.0,50.0,18.666666666666668,41.666666666666664,55.0,66.66666666666667,30.666666666666668,50.0,26.0,20.0,72.66666666666667,36.0,60.333333333333336,46.0,30.0,64.0,42.666666666666664,60.0,42.0,16.0
224,G11,G,F,64.0,42.0,67.0,69.0,56.0,52.0,71.0,62.0,62.0,71.0,73.0,53.0,73.0,60.0,63.0,75.0,53.0,54.5,77.0,62.0,64.0,63.0,49.0,53.0,73.0,63.0,51.0,70.0,77.0,35.0,55.0,63.0,66.0,60.0,52.0,58.0,56.0,41.333333333333336,48.333333333333336,73.0,68.66666666666667,42.0,52.0,52.0,42.0,78.0,65.33333333333333,59.333333333333336,62.0,72.0,65.33333333333333,70.66666666666667,69.33333333333333,62.0,41.0
